No.,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
8,Kirk Cousins\CousKi00,30,QB,16,16,8-7-1,425,606,70.1,4298,30,5.0,10,1.7,75,7.1,7.3,10.1,268.6,99.7,60.6,40,262,6.25,6.48,6.2,1,0
,Team Total,25.9,,16,,8-7-1,425,606,70.1,4298,30,5.0,10,1.7,75,7.1,7.3,10.1,268.6,99.7,,40,262,6.25,6.48,6.2,1,0
,Opp Total,,,16,,,315,503,62.6,3501,15,3.0,12,2.4,,7.0,6.48,11.1,218.8,83.3,,50,361,5.7,5.2,9.0,
